question,section,passage,book_difficulty,book_concept,page,explanation_page,oa,gmatclub_id,gmatclub_difficulty,gmatclub_percentile,gmatclub_category
588,RC,30,Hard,Application,489,573,C,100608,Easy,0.05,Short Passage; Science
589,RC,30,Hard,Evaluation,490,574,B,100609,Easy,0.15,Short Passage; Science
590,RC,30,Hard,Inference,490,575,D,100610,Easy,0.15,Short Passage; Science
591,RC,31,Hard,Supporting Idea,491,576,D,100368,Very Hard,0.75,Science; Long Passage
592,RC,31,Hard,Evaluation,491,576,E,100369,Medium,0.35,Science; Long Passage
593,RC,31,Hard,Inference,492,577,B,100370,Hard,0.55,Science; Long Passage
594,RC,32,Hard,Inference,493,578,A,100634,Medium,0.35,Business; Long Passage
595,RC,32,Hard,Inference,493,578,E,100635,Hard,0.65,Business; Long Passage
596,RC,32,Hard,Inference,493,579,B,100636,Hard,0.65,Business; Long Passage
597,RC,32,Hard,Inference,494,579,D,100637,Hard,0.55,Business; Long Passage
598,RC,32,Hard,Supporting Idea,494,580,C,100638,Hard,0.55,Business; Long Passage
599,RC,33,Hard,Evaluation,495,581,D,100529,Very Hard,0.75,Social Science; Long Passage
600,RC,33,Hard,Supporting Idea,495,581,E,100530,Medium,0.45,Social Science; Long Passage
601,RC,33,Hard,Supporting Idea,495,582,C,100531,Medium,0.45,Social Science; Long Passage
602,RC,33,Hard,Inference,496,582,B,100532,Medium,0.25,Social Science; Long Passage
603,RC,34,Hard,Inference,496,583,A,100533,Medium,0.25,Social Science; Long Passage
604,RC,34,Hard,Evaluation,496,583,C,100534,Hard,0.65,Social Science; Long Passage
605,RC,34,Hard,Inference,496,584,D,100535,Medium,0.45,Social Science; Long Passage
606,RC,35,Hard,Inference,497,585,C,100599,Medium,0.45,Science; Short Passage
607,RC,35,Hard,Application,497,585,D,100600,Hard,0.55,Science; Short Passage
608,RC,35,Hard,Supporting Idea,497,586,B,100601,Medium,0.25,Science; Short Passage
609,RC,35,Hard,Evaluation,498,587,E,100602,Very Hard,0.85,Science; Short Passage
610,RC,36,Hard,Evaluation,499,587,E,100522,Easy,0.05,Science; Short Passage
611,RC,36,Hard,Inference,499,588,D,100521,Hard,0.55,Science; Short Passage
612,RC,36,Hard,Inference,499,588,C,100520,Hard,0.55,Science; Short Passage
613,CR,,Easy,Argument Evaluation,590,647,B,100193,Easy,0.05,Strengthen
614,CR,,Easy,Argument Construction,590,648,B,100181,Hard,0.55,Assumption
615,CR,,Easy,Argument Construction,590,649,B,100194,Easy,0.05,Resolve Paradox
616,CR,,Easy,Argument Evaluation,590,650,D,100220,Easy,0.15,Strengthen
617,CR,,Easy,Evaluation of a Plan,,,D,100225,Easy,0.05,Weaken
618,CR,,Easy,Argument Construction,591,652,D,100237,Easy,0.05,Resolve Paradox
619,CR,,Easy,Argument Construction,591,653,E,101005,Easy,0.05,Inference
620,CR,,Easy,Argument Evaluation,592,654,C,100236,Easy,0.15,Strengthen
621,CR,,Easy,Argument Evaluation,592,655,C,100226,Easy,0.15,Weaken
622,CR,,Easy,Argument Construction,592,656,D,100200,Easy,0.15,Strengthen
623,CR,,Easy,Argument Construction,593,657,A,100195,Easy,0.05,Complete the Passage
624,CR,,Easy,Argument Construction,593,658,D,100211,Medium,0.35,Assumption
625,CR,,Easy,Evaluation of a Plan,,,B,100175,Easy,0.15,Assumption
626,CR,,Easy,Argument Evaluation,593,660,C,101014,Easy,0.05,Strengthen
627,CR,,Easy,Evaluate Plan,,,E,100965,Easy,0.05,Weaken
628,CR,,Easy,Argument Construction,594,662,B,100201,Medium,0.35,Strengthen
629,CR,,Easy,Argument Construction,594,663,B,100223,Medium,0.25,Complete the Passage
630,CR,,Easy,Argument Evaluation,594,664,A,100666,Easy,0.05,Strengthen
631,CR,,Easy,Argument Construction,595,665,B,102097,Easy,0.05,Resolve Paradox
632,CR,,Easy,Argument Evaluation,595,666,C,102098,Medium,0.25,Weaken
633,CR,,Easy,Argument Construction,595,667,E,100146,Easy,0.05,Complete the Passage
634,CR,,Easy,Argument Evaluation,596,668,C,100196,Medium,0.25,Strengthen
635,CR,,Easy,Argument Construction,596,669,E,100684,Easy,0.05,Resolve Paradox
636,CR,,Easy,Argument Construction,596,670,E,102099,Easy,0.05,Resolve Paradox
637,CR,,Easy,Argument Construction,596,671,C,100848,Easy,0.15,Bold Face CR
638,CR,,Easy,Argument Construction,597,672,A,100814,Easy,0.05,Complete the Passage
639,CR,,Easy,Argument Construction,597,673,C,102100,Easy,0.05,Inference
640,CR,,Easy,Evaluation of a Plan,,,A,101013,Easy,0.05,Evaluate Argument
641,CR,,Easy,Argument Evaluation,598,675,D,100665,Easy,0.15,Strengthen
642,CR,,Easy,Argument Evaluation,598,677,B,100800,Easy,0.05,Weaken
643,CR,,Easy,Argument Construction,598,678,D,100645,Easy,0.05,Resolve Paradox
644,CR,,Easy,Argument Evaluation,598,679,E,100771,Easy,0.15,Strengthen
645,CR,,Easy,Evaluation of a Plan,,,D,100839,Easy,0.15,Strengthen
646,CR,,Easy,Evaluation of a Plan,,,A,100769,Easy,0.05,Strengthen
647,CR,,Easy,Argument Evaluation,599,682,C,102101,Easy,0.05,Logical Flaw
648,CR,,Easy,Argument Construction,600,683,B,100979,Easy,0.05,Bold Face CR
649,CR,,Easy,Evaluation of a Plan,600,684,E,102102,Easy,0.05,Resolve Paradox
650,CR,,Easy,Evaluation of a Plan,600,685,A,102103,Medium,0.25,Evaluate Argument
651,CR,,Easy,Evaluation of a Plan,600,686,C,100705,Easy,0.15,Complete the Passage
652,CR,,Easy,Evaluation of a Plan,601,687,E,100157,Easy,0.15,Strengthen
653,CR,,Easy,Evaluation of a Plan,601,688,C,102104,Easy,0.05,Evaluate Argument
654,CR,,Easy,Evaluation of a Plan,601,689,B,102105,Easy,0.05,Bold Face CR
655,CR,,Easy,Evaluation of a Plan,601,690,E,100820,Easy,0.05,Strengthen
656,CR,,Easy,Argument Construction,602,691,B,100954,Easy,0.15,Assumption
657,CR,,Easy,Evaluation of a Plan,602,692,E,100988,Easy,0.15,Strengthen
658,CR,,Easy,Argument Evaluation,602,693,D,100787,Easy,0.15,Weaken
659,CR,,Easy,Argument Construction,603,694,E,100811,Easy,0.15,Resolve Paradox
660,CR,,Easy,Argument Evaluation,603,695,B,100847,Medium,0.25,Strengthen
661,CR,,Easy,Evaluation of a Plan,603,696,E,100864,Easy,0.05,Weaken
662,CR,,Easy,Argument Construction,603,697,D,100733,Easy,0.15,Bold Face CR
663,CR,,Easy,Argument Evaluation,604,698,D,100641,Easy,0.15,Strengthen
664,CR,,Easy,Argument Evaluation,604,699,D,100690,Hard,0.65,Weaken
665,CR,,Easy,Evaluation of a Plan,604,701,B,100174,Medium,0.35,Weaken
666,CR,,Easy,Argument Evaluation,605,702,C,100871,Easy,0.05,Weaken
667,CR,,Easy,Argument Evaluation,605,703,D,100807,Very Hard,0.95,Weaken
668,CR,,Easy,Argument Construction,605,705,D,100654,Easy,0.05,Evaluate Argument
669,CR,,Easy,Evaluation of a Plan,605,706,D,100938,Medium,0.25,Conclusion
670,CR,,Easy,Evaluation of a Plan,606,707,D,100943,Easy,0.05,Resolve Paradox
671,CR,,Easy,Argument Evaluation,606,708,B,101109,Easy,0.05,Weaken
672,CR,,Easy,Evaluation of a Plan,606,709,D,101111,Easy,0.05,Weaken
673,CR,,Medium,Argument Evaluation,607,710,D,101003,Very Hard,0.85,Logical Flaw
674,CR,,Medium,Argument Construction,607,711,A,100989,Medium,0.45,Assumption
675,CR,,Medium,Argument Construction,607,712,A,100667,Easy,0.15,Inference
676,CR,,Medium,Argument Evaluation,607,713,E,100229,Medium,0.35,Strengthen
677,CR,,Medium,Argument Construction,608,714,B,100227,Medium,0.25,Complete the Passage
678,CR,,Medium,Argument Construction,608,715,B,100714,Easy,0.15,Bold Face CR
679,CR,,Medium,Argument Construction,608,716,B,100187,Hard,0.55,Assumption
680,CR,,Medium,Argument Construction,609,717,D,100747,Easy,0.05,Bold Face CR
681,CR,,Medium,Argument Construction,609,718,D,100958,Easy,0.15,Weaken
682,CR,,Medium,Argument Construction,609,719,E,100142,Easy,0.15,Assumption
683,CR,,Medium,Argument Evaluation,610,720,C,100188,Easy,0.15,Logical Flaw
684,CR,,Medium,Argument Construction,610,721,D,100790,Easy,0.05,Resolve Paradox
685,CR,,Medium,Evaluation of a Plan,,,B,100841,Medium,0.45,Logical Flaw
686,CR,,Medium,Argument Construction,610,723,C,100642,Easy,0.15,Complete the Passage; Inference
687,CR,,Medium,Argument Construction,611,724,B,102106,Medium,0.25,Evaluate Argument
688,CR,,Medium,Argument Evaluation,611,725,C,100234,Hard,0.55,Weaken
689,CR,,Medium,Evaluation of a Plan,,,B,100841,Medium,0.45,Logical Flaw
690,CR,,Medium,Argument Construction,612,727,E,100999,Easy,0.15,Assumption
691,CR,,Medium,Argument Evaluation,612,728,B,102107,Medium,0.25,Weaken
692,CR,,Medium,Argument Evaluation,612,729,D,100842,Easy,0.15,Strengthen
693,CR,,Medium,Argument Evaluation,612,730,C,100141,Very Hard,0.85,Logical Flaw; Method of Reasoning
694,CR,,Medium,Argument Evaluation,613,731,A,100657,Easy,0.15,Strengthen
695,CR,,Medium,Argument Construction,613,732,D,100209,Hard,0.55,Assumption
696,CR,,Medium,Argument Construction,613,733,D,100168,Easy,0.15,Strengthen
697,CR,,Medium,Argument Construction,614,734,A,100647,Easy,0.05,Bold Face CR
698,CR,,Medium,Argument Evaluation,614,735,A,102108,Medium,0.25,Weaken
699,CR,,Medium,Evaluation of a Plan,614,736,C,102109,Medium,0.45,Bold Face CR; Similar Reasoning
700,CR,,Medium,Argument Evaluation,614,737,C,100707,Medium,0.35,Strengthen
701,CR,,Medium,Argument Evaluation,615,738,B,100688,Easy,0.15,Strengthen
702,CR,,Medium,Argument Construction,615,739,C,100134,Easy,0.15,Bold Face CR
703,CR,,Medium,Argument Construction,615,740,C,102110,Easy,0.15,Resolve Paradox
704,CR,,Medium,Evaluation of a Plan,616,741,C,100778,Easy,0.05,Weaken
705,CR,,Medium,Argument Construction,616,742,B,100203,Medium,0.45,Evaluate Argument
706,CR,,Medium,Argument Construction,616,743,C,100178,Medium,0.35,Assumption
707,CR,,Medium,Evaluation of a Plan,616,744,D,101002,Easy,0.15,Strengthen
708,CR,,Medium,Argument Construction,617,745,C,100764,Easy,0.15,Assumption
709,CR,,Medium,Argument Construction,617,746,C,102111,Hard,0.55,Inference
710,CR,,Medium,Argument Evaluation,617,747,E,100205,Easy,0.15,Strengthen
711,CR,,Medium,Evaluation of a Plan,617,748,C,100182,Hard,0.65,Strengthen
712,CR,,Medium,Evaluation of a Plan,618,749,E,100640,Easy,0.15,Strengthen
713,CR,,Medium,Argument Evaluation,618,750,D,100742,Medium,0.45,Strengthen
714,CR,,Medium,Argument Construction,618,751,D,100191,Easy,0.15,Strengthen
715,CR,,Medium,Argument Construction,619,752,E,100745,Easy,0.15,Bold Face CR
716,CR,,Medium,Argument Construction,619,753,A,100746,Easy,0.15,Bold Face CR
717,CR,,Medium,Argument Evaluation,619,754,A,100653,Medium,0.35,Strengthen
718,CR,,Medium,Argument Construction,620,755,E,100959,Medium,0.25,Complete the Passage
719,CR,,Medium,Argument Construction,620,756,E,100208,Hard,0.55,Evaluate Argument
720,CR,,Medium,Argument Construction,620,758,C,100741,Medium,0.45,Resolve Paradox
721,CR,,Medium,Argument Evaluation,620,759,A,100781,Very Hard,0.75,Weaken
722,CR,,Medium,Argument Construction,621,760,C,100883,Easy,0.15,Assumption
723,CR,,Medium,Argument Evaluation,621,761,D,100867,Medium,0.25,Weaken
724,CR,,Medium,Argument Evaluation,621,762,D,100837,Easy,0.15,Weaken
725,CR,,Medium,Argument Construction,622,763,D,100789,Hard,0.65,Inference; Must be True
726,CR,,Medium,Argument Evaluation,622,764,A,100144,Medium,0.45,Weaken
727,CR,,Medium,Argument Evaluation,622,765,D,100659,Easy,0.15,Strengthen
728,CR,,Medium,Argument Evaluation,622,766,B,101112,Medium,0.25,Evaluate Argument
729,CR,,Medium,Argument Construction,623,767,C,101113,Medium,0.35,Strengthen
730,CR,,Medium,Evaluation of a Plan,618,749,E,101114,Medium,0.45,Weaken
731,CR,,Medium,Argument Construction,623,769,A,102112,Medium,0.35,Conclusion
732,CR,,Medium,Argument Construction,624,770,C,102113,Medium,0.35,Conclusion
733,CR,,Medium,Argument Construction,624,771,E,102114,Hard,0.55,Inference; Must be True
734,CR,,Medium,Argument Construction,624,772,C,102115,Medium,0.25,Assumption
735,CR,,Medium,Argument Evaluation,624,773,D,102116,Medium,0.35,Weaken
736,CR,,Medium,Argument Evaluation,625,774,A,102117,Medium,0.35,Weaken
737,CR,,Medium,Evaluation of a Plan,625,775,D,102118,Hard,0.55,Method of Reasoning
738,CR,,Medium,Evaluation of a Plan,625,776,D,102119,Medium,0.25,Weaken
739,CR,,Hard,Argument Construction,626,777,E,100917,Hard,0.55,Inference
740,CR,,Hard,Argument Evaluation,626,778,C,100918,Hard,0.55,Resolve Paradox
741,CR,,Hard,Argument Construction,626,779,E,100927,Easy,0.05,Complete the Passage
742,CR,,Hard,Argument Construction,627,780,D,100757,Hard,0.55,Bold Face CR
743,CR,,Hard,Evaluation of a Plan,627,781,A,100914,Medium,0.45,Weaken
744,CR,,Hard,Argument Construction,627,782,B,102120,Hard,0.55,Weaken
745,CR,,Hard,Argument Evaluation,628,783,A,100840,Medium,0.25,Weaken
746,CR,,Hard,Argument Construction,628,784,E,100102,Medium,0.45,Bold Face CR
747,CR,,Hard,Argument Construction,628,785,A,102121,Medium,0.45,Complete the Passage
748,CR,,Hard,Argument Evaluation,628,786,A,100650,Medium,0.35,Weaken
749,CR,,Hard,Argument Construction,629,787,D,100677,Medium,0.35,Complete the Passage; Resolve Paradox
750,CR,,Hard,Argument Evaluation,629,788,E,100668,Easy,0.15,Weaken
751,CR,,Hard,Evaluation of a Plan,629,789,D,100773,Medium,0.35,Weaken
752,CR,,Hard,Argument Construction,630,790,E,100844,Medium,0.35,Assumption
753,CR,,Hard,Argument Evaluation,630,791,E,100664,Medium,0.45,Weaken
754,CR,,Hard,Argument Construction,630,792,B,100681,Medium,0.35,Resolve Paradox
755,CR,,Hard,Argument Construction,631,793,E,100868,Medium,0.25,Inference
756,CR,,Hard,Argument Evaluation,631,794,E,100649,Hard,0.55,Strengthen
757,CR,,Hard,Argument Evaluation,631,795,E,102122,Hard,0.55,Weaken
758,CR,,Hard,Argument Construction,632,796,B,100865,Medium,0.35,Inference
759,CR,,Hard,Argument Evaluation,632,797,A,100855,Hard,0.65,Assumption
760,CR,,Hard,Argument Evaluation,632,798,D,100872,Medium,0.25,Evaluate Argument
761,CR,,Hard,Argument Construction,632,799,C,100780,Medium,0.35,Assumption
762,CR,,Hard,Evaluation of a Plan,633,800,A,100725,Medium,0.45,Weaken
763,CR,,Hard,Argument Evaluation,633,801,B,100704,Easy,0.15,Evaluate Argument
764,CR,,Hard,Argument Evaluation,633,802,D,100660,Hard,0.65,Bold Face CR
765,CR,,Hard,Argument Construction,634,804,D,100799,Hard,0.55,Resolve Paradox
766,CR,,Hard,Argument Construction,634,805,A,100686,Medium,0.35,Resolve Paradox
767,CR,,Hard,Argument Evaluation,634,806,C,100777,Medium,0.25,Weaken
768,CR,,Hard,Evaluation of a Plan,635,807,C,100706,Medium,0.25,Evaluate Argument
769,CR,,Hard,Argument Evaluation,635,808,B,100833,Hard,0.65,Evaluate Argument
770,CR,,Hard,Argument Construction,635,809,E,100683,Medium,0.35,Assumption
771,CR,,Hard,Evaluation of a Plan,635,810,D,100128,Medium,0.25,Weaken
772,CR,,Hard,Argument Evaluation,636,811,A,100703,Very Hard,0.85,Bold Face CR
773,CR,,Hard,Argument Evaluation,636,812,E,100899,Easy,0.05,Number Properties
774,CR,,Hard,Evaluation of a Plan,636,813,A,100233,Easy,0.15,Weaken
775,CR,,Hard,Argument Evaluation,637,814,B,100891,Medium,0.45,Strengthen
776,CR,,Hard,Argument Construction,637,815,A,100133,Very Hard,0.75,Assumption
777,CR,,Hard,Argument Construction,637,816,B,100981,Medium,0.45,Bold Face CR
778,CR,,Hard,Argument Evaluation,638,817,B,100875,Hard,0.65,Bold Face CR
779,CR,,Hard,Argument Evaluation,638,818,B,100803,Medium,0.35,Bold Face CR
780,CR,,Hard,Argument Construction,638,819,D,100658,Hard,0.55,Inference
781,CR,,Hard,Argument Evaluation,638,820,B,100930,Hard,0.55,Weaken
782,CR,,Hard,Argument Construction,639,821,D,100878,Hard,0.55,Assumption
783,CR,,Hard,Evaluation of a Plan,639,822,C,100702,Hard,0.65,Resolve Paradox
784,CR,,Hard,Argument Construction,639,823,C,100648,Hard,0.65,Assumption
785,CR,,Hard,Argument Evaluation,640,824,D,100879,Medium,0.45,Weaken
786,CR,,Hard,Argument Evaluation,640,825,B,102123,Very Hard,0.85,Bold Face CR
787,CR,,Hard,Evaluation of a Plan,640,826,E,100796,Easy,0.15,Resolve Paradox
788,CR,,Hard,Argument Construction,641,827,D,100646,Medium,0.45,Complete the Passage; Strengthen
789,CR,,Hard,Argument Construction,641,828,D,100682,Very Hard,0.75,Inference
790,CR,,Hard,Argument Evaluation,641,829,B,100849,Medium,0.45,Evaluate Argument
791,CR,,Hard,Argument Evaluation,641,830,E,101012,Hard,0.65,Weaken
792,CR,,Hard,Evaluation of a Plan,642,841,A,102124,Medium,0.45,Bold Face CR
793,CR,,Hard,Argument Evaluation,642,832,A,100672,Very Hard,0.85,Weaken
794,CR,,Hard,Argument Evaluation,642,833,B,100850,Hard,0.65,Weaken
795,CR,,Hard,Argument Evaluation,643,834,D,100652,Medium,0.45,Weaken
796,CR,,Hard,Argument Evaluation,643,835,E,100671,Hard,0.55,Strengthen
797,CR,,Hard,Argument Evaluation,643,836,C,100691,Medium,0.35,Complete the Passage
798,CR,,Hard,Argument Evaluation,644,837,D,100693,Hard,0.55,Bold Face CR
799,CR,,Hard,Argument Evaluation,644,838,D,100880,Medium,0.35,Strengthen
800,CR,,Hard,Argument Construction,644,839,E,101110,Hard,0.65,Assumption
801,CR,,Hard,Argument Construction,644,840,D,101115,Medium,0.45,Bold Face CR
802,CR,,Hard,Evaluation of a Plan,645,841,E,102125,Medium,0.45,Weaken
