sezione,domanda,tipo,pagina_pdf,risposta,incipit
Topic 4 - Numbers,13,DS,41,,"For any four digit number, abcd, *abcd*= (3a)(5b)(7c)(11d). What is the value of (n – m) i..."
Topic 4 - Numbers,15,DS,41,,A restaurant pays a seafood distributor d dollars for 6 pounds of Maine lobster. Each poun...
Topic 4 - Numbers,17,DS,41,,"The function f(n) = the number of factors of n. If f(pq) = 4, what is the value of the int..."
Topic 4 - Numbers,18,DS,41,,"If x, y, and z are positive integers such that x < y < z, is x a factor of the odd integer..."
Topic 4 - Numbers,19,DS,41,,What is the positive integer n? (1) The sum of all of the positive factors of n that are l...
Topic 4 - Numbers,20,DS,41,,"If p3 is divisible by 80, then the positive integer p must have at least how many distinct..."
Topic 4 - Numbers,22,DS,42,,"What is the positive integer n? (1) For every positive integer m, the product m(m + 1)(m +..."
Topic 4 - Numbers,23,DS,42,,What is the greatest common factor of positive integers a and b? (1) a = b + 4 (2) b/4 is...
Topic 4 - Numbers,24,PS,42,,Which of the following is the lowest positive integer that is divisible by the first 7 pos...
Topic 4 - Numbers,25,DS,42,,What is the value of the integer n? (1) n! = n × (n – 1)! (2) n 3 + 3n2 + 2n is divisible...
Topic 4 - Numbers,27,PS,42,,"K and L are each fourHdigit positive integers with thousands, hundreds, tens, and units di..."
Topic 4 - Numbers,28,PS,42,,"How many numbers that are not divisible by 6 divide evenly into 264,600? (A) 9 (B) 36 (C)..."
Topic 4 - Numbers,29,DS,42,,"If n2 / n yields an integer greater than 0, is n divisible by 30? (1) n2 is divisible by 2..."
Topic 4 - Numbers,30,DS,42,,"If a and b are consecutive positive integers, and ab = 30x is x a nonHinteger? (1) a2 is d..."
Topic 4 - Numbers,31,DS,42,,. Is B divisible by 2? (1) C = 168 (2) A is a perfect square
Topic 4 - Numbers,32,PS,42,,"If the prime factorization of the integer q can be expressed as , where a, b, c, and x are..."
Topic 4 - Numbers,33,PS,42,,"Which of the following is the lowest positive integer that is divisible by 8, 9, 10, 11, a..."
Topic 4 - Numbers,34,DS,42,,"If x is a positive integer, is x prime? (1) x has the same number of factors as y2, where..."
Topic 4 - Numbers,35,PS,42,,"h(n) is the product of the even numbers from 2 to n, inclusive, and p is the least prime f..."
Topic 4 - Numbers,36,PS,42,,"If d is positive integer, f is the product of the first 30 positive integers, what is the..."
Topic 4 - Numbers,37,PS,42,,Does the integer k have a factor p such that 1<p<k? 1). k>4! 2). 13!+2<= k<=13!+13
Topic 4 - Numbers,38,PS,42,,"If x and y are integers greater than 1, is x a multiple of y? 1). 3y2+7y=x 2). x 2Hx is a..."
Topic 4 - Numbers,39,PS,43,,The function f is defined for all positive integers n by the following rule. f(n) is the n...
Topic 4 - Numbers,40,PS,43,,"In the fraction x/y, where x and y are positive integers, what is the value of y? 1). The..."
Topic 4 - Numbers,41,PS,43,,"For any positive integer n, the length of n is defined as number of prime factors whose pr..."
Topic 4 - Numbers,42,PS,43,,"If n and t are positive integers, what is the greatest prime factor of nt? 1). The greates..."
Topic 4 - Numbers,43,PS,43,,"If n is a positive integer less than 200 and 14n/60 is an integer, then n has how many dif..."
Topic 4 - Numbers,44,PS,43,,"The positive integers x, y and z are such that x is a factor of y and y is a factor of z...."
Topic 4 - Numbers,45,PS,43,,"If k is a positive integer, then 20k is divisible by how many different positive integers?..."
Topic 4 - Numbers,46,PS,43,,"x and y are positive integers such that x=8y+12, what is the greatest common divisor of x..."
Topic 4 - Numbers,47,PS,43,,What is the greatest prime factor of 4 17 H 228?
Topic 4 - Numbers,48,PS,43,,How many different prime numbers are factors of the positive integer n? 1). four different...
Topic 4 - Numbers,49,DS,43,,What is the greatest common factor of positive integers a and b? (1) a = b + 4 (2) b/4 is...
Topic 4 - Numbers,50,PS,43,,Which of the following is the lowest positive integer that is divisible by the first 7 pos...
Topic 4 - Numbers,1,PS,43,,"x is the sum of y consecutive integers. w is the sum of z consecutive integers. If y = 2z,..."
Topic 4 - Numbers,2,DS,43,,"For positive integer k, is the expression (k + 2)(k2 + 4k + 3) divisible by 4? (1) k is di..."
Topic 4 - Numbers,3,PS,43,,"If x is an integer, then x(x – 1)( x – k) must be evenly divisible by three when k is any..."
Topic 4 - Numbers,4,DS,43,,The sum of n consecutive positive integers is 45. What is the value of n? (1) n is even (2...
Topic 4 - Numbers,5,DS,43,,Is positive integer n – 1 a multiple of 3? (1) n3 – n is a multiple of 3 (2) n3 + 2n2+ n i...
Topic 4 - Numbers,6,PS,44,,"a, b, c, and d are consecutive integers and a < b < c < d. If the product of b, c, and d i..."
Topic 4 - Numbers,8,PS,44,,"How many integers are there between 51 and 107, inclusive? 51 55 56 57 58"
Topic 4 - Numbers,9,DS,44,,"If x, y, and z are 3 positive consecutive integers such that x < y < z, what is the remain..."
Topic 4 - Numbers,4,DS,44,,"If the sum of the digits of the positive twoHdigit number x is 4, what is the value of x?..."
Topic 4 - Numbers,7,PS,45,,"For any four digit number, abcd, *abcd*= (3a)(5b)(7c)(11d). What is the value of (n – m) i..."
Topic 4 - Numbers,8,DS,45,,"What is the threeHdigit number abc, given that a, b, and c are the positive single digits..."
Topic 4 - Numbers,9,PS,45,,What is the value of the threeHdigit number SSS if SSS is the sum of the threeHdigit numbe...
Topic 4 - Numbers,10,PS,45,,"If the 4 x 4 grid pictured at right is filled with the consecutive integers from 37 to 52,..."
Topic 5 - Geometry,1,PS,46,,What is the value of a + b? 30 50 55 65 90
Topic 5 - Geometry,2,DS,46,,"If l1 is parallel to l2, what is x + 2y? 90 120 180 270 360 3. What is the value of x? (1)..."
Topic 5 - Geometry,4,PS,46,,What is the value of a + b + c + d + e + f? 180 270 300 360 720
Topic 5 - Geometry,5,PS,47,,"If x – q = s – y, what is the value of z? 1) xq + sy + sx + yq = zr 2) zq – ry = rx – zs"
Topic 5 - Geometry,6,PS,47,,"In the figure, point D divides side BC of triangle ABC into segments BD and DC of lengths..."
Topic 5 - Geometry,7,DS,47,,What is the degree measure of angle a? (1) b + c = 287 degrees (2) d + e = 269 degrees Top...
Topic 5 - Geometry,1,PS,47,,"In triangle ABC, if BC = 3 and AC = 4, then what is the length of segment CD? 3 15/4 5 16/..."
Topic 5 - Geometry,2,PS,48,,"The figure is comprised of three squares and a triangle. If the areas marked X, Y and Z ar..."
Topic 5 - Geometry,3,DS,48,,"If angle BAD is a right angle, what is the length of side BD? (1) AC is perpendicular to B..."
Topic 5 - Geometry,4,DS,48,,What is the length of segment BC? (1) Angle ABC is 90 degrees. (2) The area of the triangl...
Topic 5 - Geometry,5,DS,48,,What is the perimeter of isosceles triangle ABC? (1) The length of side AB is 9 (2) The le...
Topic 5 - Geometry,6,PS,48,,The figure is made up of a series of inscribed equilateral triangles. If the pattern conti...
Topic 5 - Geometry,7,DS,49,,"Given that ABCD is a rectangle, is the area of triangle ABE > 25? (Note: Figure above is n..."
Topic 5 - Geometry,8,PS,49,,"In the figure, AC = 3, CE = x, and BC is parallel to DE. If the area of triangle ABC is 1/..."
Topic 5 - Geometry,9,PS,49,,"Triangle A has one side of length x. If √(x8) = 81, what is the perimeter of Triangle A? 1..."
Topic 5 - Geometry,10,DS,49,,"If AD is 6√3, and ADC is a right angle, what is the area of triangular region ABC? (1) Ang..."
Topic 5 - Geometry,11,PS,50,,"If BE || CD, and BC = AB = 3, AE = 4 and CD = 10, what is the area of trapezoid BEDC? 12 1..."
Topic 5 - Geometry,12,DS,50,,"If the length of side AB is 17, is triangle ABC a right triangle? (1) The length of side B..."
Topic 5 - Geometry,13,DS,50,,"In the figure, if point C is the center of the circle and DB = 7, what is the length of DE..."
Topic 5 - Geometry,14,DS,50,,The area of the right triangle ABC is 4 times greater than the area of the right triangle...
Topic 5 - Geometry,15,PS,50,,"In the diagram, triangle PQR has a right angle at Q and a perimeter of 60. Line segment QS..."
Topic 5 - Geometry,16,DS,51,,"If CD is the diameter of the circle, does x equal 30? (1) The length of CD is twice the le..."
Topic 5 - Geometry,17,DS,51,,"In the diagram, what is the length of AB? (1) BE = 3 (2) DE = 4"
Topic 5 - Geometry,18,PS,51,,Which of the following is a possible length for side AB of triangle ABC if AC = 6 and BC =...
Topic 5 - Geometry,19,DS,51,,"For the triangle shown, where A, B and C are all points on a circle, and line segment AB h..."
Topic 5 - Geometry,20,PS,51,,"The perimeter of a certain isosceles right triangle is 16+16√2, what is the length of the..."
Topic 5 - Geometry,1,DS,51,,Is quadrilateral ABCD a rectangle? (1) Line segments AC and BD bisect one another. (2) Ang...
Topic 5 - Geometry,2,DS,51,,Is quadrilateral ABCD a rhombus? (1) Line segments AC and BD are perpendicular bisectors o...
Topic 5 - Geometry,3,DS,51,,Is quadrilateral ABCD a square? (1) ABCD is a rectangle. (2) AB = BC
Topic 5 - Geometry,4,DS,51,,Rectangle ABCD is inscribed in circle P. What is the area of circle P? (1) The area of rec...
Topic 5 - Geometry,5,PS,52,,"If triangle ABD is an equilateral triangle and AB = 6 and CE = 18, what fraction of the tr..."
Topic 5 - Geometry,6,DS,52,,"In the picture, quadrilateral ABCD is a parallelogram and quadrilateral DEFG is a rectangl..."
Topic 5 - Geometry,7,DS,52,,What is the area of the trapezoid shown? (1) Angle A = 120 degrees (2) The perimeter of tr...
Topic 5 - Geometry,8,PS,52,,The height of isosceles trapezoid ABDC is 12 units. The length of diagonal AD is 15 units....
Topic 5 - Geometry,9,PS,53,,The combined area of the two black squares is equal to 1000 square units. A side of the la...
Topic 5 - Geometry,10,DS,53,,Jeff is painting two murals on the front of an old apartment building that he is renovatin...
Topic 5 - Geometry,11,DS,53,,"In the quadrilateral PQRS, side PS is parallel to side QR. Is PQRS a parallelogram? (1) PS..."
Topic 5 - Geometry,12,DS,53,,"E, F, G, and H are the vertices of a polygon. Is polygon EFGH a square? (1) EFGH is a para..."
Topic 5 - Geometry,13,DS,53,,"What is the area of the quadrilateral with vertices A, B, C, and D? (1) The perimeter of A..."
Topic 5 - Geometry,14,PS,53,,The perimeter of a rectangular yard is completely surrounded by a fence that measures 40 m...
Topic 5 - Geometry,15,DS,53,,Square ABCD has an area of 9 square inches. Sides AD and BC are lengthened to x inches eac...
Topic 5 - Geometry,16,PS,53,,"In the rhombus ABCD, the length of diagonal BD is 6 and the length of diagonal AC is 8. Wh..."
Topic 5 - Geometry,17,PS,54,,Is the measure of one of the interior angles of quadrilateral ABCD equal to 60 degrees? 1)...
Topic 5 - Geometry,1,PS,54,,"If P, Q and R are the centers of circles P, Q, and R and the points P, Q, R and T all lie..."
Topic 5 - Geometry,2,PS,54,,"If 1/a 2 + a2 represents the diameter of circle O and 1/a + a = 3, which of the following..."
Topic 5 - Geometry,3,DS,54,,"A car is being driven on a road. Assuming that the car's wheels turn without slipping, how..."
Topic 5 - Geometry,4,PS,54,,Two circular road signs are to be painted yellow. If the radius of the larger sign is twic...
Topic 5 - Geometry,5,PS,54,,The figure represents five concentric quarterHcircles. The length of the radius of the lar...
Topic 5 - Geometry,6,PS,54,,"In the diagram (not drawn to scale), Sector PQ is a quarterHcircle. The distance from A to..."
Topic 5 - Geometry,7,PS,55,,A circular gear with a diameter of 24 centimeters is mounted directly on another circular...
Topic 5 - Geometry,9,DS,55,,"For a circle with center point P, cord XY is the perpendicular bisector of radius AP (A is..."
Topic 5 - Geometry,10,PS,55,,ABCD is a square inscribed in a circle and arc ADC has a length of π√x. If a dart is throw...
Topic 5 - Geometry,11,PS,55,,"Figure ABCD is a square with sides of length x. Arcs AB, AD, BC, and DC are all semicircle..."
Topic 5 - Geometry,12,DS,56,,"In the figure, a small circle with radius r intersects a larger circle with radius R (wher..."
Topic 5 - Geometry,13,DS,56,,"If CD is the diameter of the circle, does x equal 30? (1) The length of CD is twice the le..."
Topic 5 - Geometry,14,PS,56,,"Two circles share a center at point C, as shown. Segment AC is broken up into two shorter..."
Topic 5 - Geometry,15,PS,56,,The length of minor arc AB is twice the length of minor arc BC and the length of minor arc...
Topic 5 - Geometry,16,DS,57,,What is the radius of the circle shown? (1) The measure of arc PQ is 4 . (2) The center of...
Topic 5 - Geometry,17,PS,57,,A cylindrical tank has a base with a circumference of meters and an equilateral triangle p...
Topic 5 - Geometry,18,PS,57,,"In the figure, circle O has center O, diameter AB and a radius of 5. Line CD is parallel t..."
Topic 5 - Geometry,19,PS,57,,The figure shows the top side of a circular medallion made of a circular piece of colored...
Topic 5 - Geometry,20,PS,57,,A thin piece of wire 40 meters long is cut into two pieces. One piece is used to form a ci...
Topic 5 - Geometry,1,DS,57,,"A certain game board is in the shape of a nonHconvex polygon, with spokes that extend from..."
Topic 5 - Geometry,2,PS,57,,The measures of the interior angles in a polygon are consecutive integers. The smallest an...
Topic 5 - Geometry,3,PS,58,,If x represents the sum of the interior angles of a regular hexagon and y represents the s...
Topic 5 - Geometry,4,DS,58,,"If Polygon X has fewer than 9 sides, how many sides does Polygon X have? (1) The sum of th..."
Topic 5 - Geometry,5,PS,58,,Regular hexagon ABCDEF has a perimeter of 36. O is the center of the hexagon and of circle...
Topic 5 - Geometry,1,PS,58,,"Four spheres and three cubes are arranged in a line according to increasing volume, with n..."
Topic 5 - Geometry,2,PS,58,,"At 7:57 am, Flight 501 is at an altitude of 6 miles above the ground and is on a direct ap..."
Topic 5 - Geometry,3,PS,58,,What is the ratio of the surface area of a cube to the surface area of a rectangular solid...
Topic 5 - Geometry,4,PS,58,,A sphere is inscribed in a cube with an edge of 10. What is the shortest possible distance...
Topic 5 - Geometry,5,PS,58,,"If the box shown is a cube, then the difference in length between line segment BC and line..."
Topic 5 - Geometry,1,PS,59,,A cylindrical tank of radius R and height H must be redesigned to hold approximately twice...
Topic 5 - Geometry,2,PS,59,,"Cylinder A, which has a radius of x and a height of y, has a greater surface area than doe..."
Topic 5 - Geometry,3,DS,59,,A right circular cylinder has a radius r and a height h. What is the surface area of the c...
Topic 5 - Geometry,4,DS,59,,"A cylindrical tank, with radius and height both of 10 feet, is to be redesigned as a cone,..."
Topic 5 - Geometry,5,PS,59,,The figure represents a deflated tire (6 inches wide as shown) with a hub (the center circ...
Topic 5 - Geometry,6,DS,59,,"The contents of one full cylindrical silo are to be transferred to another, larger cylindr..."
Topic 5 - Geometry,8,PS,59,,A 10HbyH6 inch piece of paper is used to form the lateral surface of a cylinder. If the en...
Topic 5 - Geometry,7,PS,59,,"When a cylindrical tank is fille d with water at a rate of 22 cubic meters per hour, the l..."
Topic 6 - Co-ordinate Geometry,1,DS,60,,"If ab ≠ 0 and points (–a,b) and (–b,a) are in the same quadrant of the xy–plane, is point..."
Topic 6 - Co-ordinate Geometry,2,DS,60,,"In the xy–plane, at what two points does the graph of y = (x+a)(x+b) intersect the x–axis?..."
Topic 6 - Co-ordinate Geometry,3,PS,60,,"For any triangle T in the xy–coordinate plan, the center of T is defined to be the point w..."
Topic 6 - Co-ordinate Geometry,4,DS,60,,Circle C and line k lie in the xy–plane. if circle C is centered at the origin and has rad...
Topic 6 - Co-ordinate Geometry,5,DS,60,,"In the rectangular coordinate system, are the points (r,s) and (u,v) equidistant from the..."
Topic 6 - Co-ordinate Geometry,6,DS,60,,"In the x–y plane, what is the y–intercept of the line l? (1) The slope of the line l is 3..."
Topic 6 - Co-ordinate Geometry,7,PS,60,,"In the figure shown, point P (–√3, 1) and Q (s, t) lie on the circle with center O. What i..."
Topic 6 - Co-ordinate Geometry,8,PS,60,,"In the xy–plane, line k has positive slope and x–intercept 4. If the area of the triangle..."
Topic 6 - Co-ordinate Geometry,9,PS,60,,Line l is defined by the equation y – 5x = 4 and line w is defined by the equation 10y + 2...
Topic 6 - Co-ordinate Geometry,10,PS,61,,In the rectangular coordinate plane points X and Z lie on the same line through the origin...
Topic 6 - Co-ordinate Geometry,11,PS,61,,"In the xyHcoordinate system, what is the slope of the line that goes through the origin an..."
Topic 6 - Co-ordinate Geometry,12,PS,61,,What is the slope of the line represented by the equation x + 2y = 1? H3/2 H1 H1/2 0 ½
Topic 6 - Co-ordinate Geometry,13,PS,61,,A certain square is to be drawn on a coordinate plane. One of the vertices must be on the...
Topic 6 - Co-ordinate Geometry,14,DS,61,,"Does the equation y = (x – p)(x – q) intercept the xHaxis at the point (2,0)? (1) pq = H8..."
Topic 6 - Co-ordinate Geometry,15,DS,61,,Does line S intersect line segment QR? (1) The equation of line S is y = Hx + 4. (2) The s...
Topic 6 - Co-ordinate Geometry,16,PS,61,,"Line L contains the points (2,3) and (p,q). If q = 2, which of the following could be the..."
Topic 6 - Co-ordinate Geometry,17,DS,61,,"Point K = (A,0), Point G = ( )9 2 , 4 2+ +A A . Is the distance between point K and G prim..."
Topic 6 - Co-ordinate Geometry,18,PS,61,,"The ( x, y) coordinates of points P and Q are (H2, 9) and (H7, H3), respectively. The heig..."
Topic 6 - Co-ordinate Geometry,19,DS,61,,"If points A and B are on the yHaxis in the figure, what is the area of equilateral triangl..."
Topic 6 - Co-ordinate Geometry,20,PS,62,,The line 3 x + 4y = 8 passes through all of the quadrants in the coordinate plane except:...
Topic 6 - Co-ordinate Geometry,21,DS,62,,"If p and q are nonzero numbers, and p is not equal to q, in which quadrant of the coordina..."
Topic 6 - Co-ordinate Geometry,22,PS,62,,"The coordinates of points A and C are (0, H3) and (3, 3), respectively. If point B lies on..."
Topic 6 - Co-ordinate Geometry,23,PS,62,,"In the xyHcoordinate system, rectangle ABCD is inscribed within a circle having the equati..."
Topic 6 - Co-ordinate Geometry,24,PS,62,,The line represented by the equation y = 4 – 2x is the perpendicular bisector of line segm...
Topic 6 - Co-ordinate Geometry,25,PS,62,,A certain computer program randomly generates equations of lines in the form y = mx + b. I...
Topic 6 - Co-ordinate Geometry,26,PS,62,,"In the rectangular coordinate system, a line passes through the points (0,5) and (7,0). Wh..."
Topic 6 - Co-ordinate Geometry,27,PS,62,,Which of the following equations represents a line that is perpendicular to the line descr...
Topic 6 - Co-ordinate Geometry,28,PS,62,,"How many units long is the straight line segment that connects the points (H1,1) and (2,6)..."
Topic 6 - Co-ordinate Geometry,29,DS,62,,"In the rectangular coordinate system, lines m and n cross at the origin. Is line m perpend..."
Topic 6 - Co-ordinate Geometry,30,PS,63,,"Line A is drawn on a rectangular coordinate plane. If the coordinate pairs (3, 2) and (H1,..."
Topic 6 - Co-ordinate Geometry,31,PS,63,,Draw the following graphs (approximate shape) a. x2 + 3x – 4 = 0 b. 2x2 – 4x – 3 = 0 c. x(...
Topic 7 - Permutations and Combinations,1,PS,64,"4 !, 11 ! / 2 ! * 2 ! * 2 !",How many different anagrams can you make for the word GMAT? How many different anagrams ca...
Topic 7 - Permutations and Combinations,2,PS,64,7P4,"If there are 7 people and only 4 chairs in a room, how many different seating arrangements..."
Topic 7 - Permutations and Combinations,3,PS,64,4P2 + 4P3 + 4P4,"A man wants to visit at least two of the four cities A, B, C and D. How many travel itiner..."
Topic 7 - Permutations and Combinations,4,PS,64,4 ! / 2 !,"There are 2 black balls, one red ball and one green ball, identical in shape and size. How..."
Topic 7 - Permutations and Combinations,5,PS,64,10P2 + 10P3,"From a list of 10 songs, a DJ has to play either 2 or 3 songs. What is the total number of..."
Topic 7 - Permutations and Combinations,6,PS,64,(10P8 + 10P9 + 10P10) × 12 seconds,A password contains at least 8 distinct digits. It takes 12 seconds to try one combination...
Topic 7 - Permutations and Combinations,7,PS,64,6! – 5! × 2!,"Greg, Marcia, Peter, Jan, Bobby and Cindy go to a movie and sit next to each other in 6 ad..."
Topic 7 - Permutations and Combinations,8,PS,64,7C4,"If a team of 4 people is to be chosen from 7 people in a room, how many different teams ar..."
Topic 7 - Permutations and Combinations,9,PS,64,12C9,"In a college, 8 students play at the State level and 10 at the National level. If 6 studen..."
Topic 7 - Permutations and Combinations,10,PS,64,2C1 × 3C1 × (7C4 – 5C2),"An engagement team consists of a project manager, team leader, and four consultants. There..."
Topic 7 - Permutations and Combinations,11,PS,64,(5C3 – 3C1) × 3!,"In how many ways can 3 letters out of five distinct 5 distinct letters A, B, C, D and E be..."
Topic 7 - Permutations and Combinations,12,PS,64,(4! / 2!) × 2!,"A nickel, a dime, and two identical quarters are arranged along a side of a table. If the..."
Topic 7 - Permutations and Combinations,13,PS,64,7C3,"At a certain laboratory, chemical substances are identified by an unordered combination of..."
Topic 7 - Permutations and Combinations,14,PS,64,7P3,An equity analyst needs to select 3 stocks for the upcoming year and rank these securities...
Topic 7 - Permutations and Combinations,15,PS,64,5 ! / 2!,How many different fiveHletter combinations can be created from the word TWIST?
Topic 7 - Permutations and Combinations,16,PS,64,4P3,If an employee ID code must consist of 3 nonHrepeating digits and each digit in the code m...
Topic 7 - Permutations and Combinations,17,PS,64,4 × 4 = 16,"A university cafeteria offers 4 flavors of pizza – pepperoni, chicken, Hawaiian and vegeta..."
Topic 7 - Permutations and Combinations,18,PS,64,Another version: 2 × 5C4 × 2 = 20,Mario's Pizza has two choices of crust: deep dish and thinHandHcrispy. The restaurant also...
Topic 7 - Permutations and Combinations,19,PS,64,(3 ! × 2 ! × 3 !) × 3 !,"A book store has received 8 different books, of which 3/8 are novels, 25% are study guides..."
Topic 7 - Permutations and Combinations,20,PS,65,3 ! × 2 !,A group of 5 students bought movie tickets in one row next to each other. If Bob and Lisa...
Topic 7 - Permutations and Combinations,21,PS,65,1 × 10 × 10 × 5,Mark’s clothing store uses a barHcode system to identify every item. Each item is marked b...
Topic 7 - Permutations and Combinations,22,PS,65,5C3 × 4C3,Fernando purchased a university meal plan that allows him to have a total of 3 lunches and...
Topic 7 - Permutations and Combinations,23,PS,65,5 ! × 2 !,If the President and the Vice President must sit next to each other in a row with 4 other...
Topic 7 - Permutations and Combinations,24,PS,65,5C3 + 5C4,"To apply for the position of photographer at a local magazine, Veronica needs to include 3..."
Topic 7 - Permutations and Combinations,25,PS,65,3C2 × 1 × 3C2,A retail company needs to set up 5 additional distribution centers that can be located in...
Topic 7 - Permutations and Combinations,26,PS,65,3 ! × 2 ! × 2 ! × 2 !,Three couples need to be arranged in a row for a group photo. If the couples cannot be sep...
Topic 7 - Permutations and Combinations,27,PS,65,"TTTHHH, HTTTHH, HHTTTH, HHHTTT; total 4","If 6 fair coins are tossed, how many different coin sequences will have exactly 3 tails, i..."
Topic 7 - Permutations and Combinations,28,PS,65,The only combination of odd is 5 × 5 × 5. So total required...,A telephone company needs to create a set of 3Hdigit area codes. The company is entitled t...
Topic 7 - Permutations and Combinations,29,PS,65,6P4 × 2 = 720,"Jake, Lena, Fred, John and Inna need to drive home from a corporate reception in an SUV th..."
Topic 7 - Permutations and Combinations,30,PS,65,2 × 2 × 2 × 4 × 4 – 2 × 1 × 1 × 4 × 4 = 96,In how many ways can a teacher write an answer key for a miniHquiz that contains 3 trueHfa...
Topic 7 - Permutations and Combinations,31,PS,65,10,A student committee on academic integrity has 90 ways to select a president and viceHpresi...
Topic 7 - Permutations and Combinations,32,PS,65,3 ! × 3 ! = 36,"A pod of 6 dolphins always swims single file, with 3 females at the front and 3 males in t..."
Topic 7 - Permutations and Combinations,33,PS,65,6C2 × 9 × 3 = 405 seconds,A British spy is trying to escape from his prison cell. The lock requires him to enter one...
Topic 7 - Permutations and Combinations,34,PS,65,9 ! / 5! × 4!,"Every morning, Casey walks from her house to the bus stop. She always travels exactly nine..."
Topic 7 - Permutations and Combinations,35,PS,65,6 × 2 × 1 × 3 × 2 × 1 = 72,Three dwarves and three elves sit down in a row of six chairs. If no dwarf will sit next t...
Topic 7 - Permutations and Combinations,36,PS,66,(5! / 2! – 4! / 2!) = 48.,Gordon buys 5 dolls for his 5 nieces. The gifts include two identical SunHandHFun beach do...
Topic 7 - Permutations and Combinations,37,DS,66,D,How many different 5Hperson teams can be formed from a group of x individuals? (1) If ther...
Topic 7 - Permutations and Combinations,38,DS,66,A,There are x people and y chairs in a room where x and y are positive prime numbers. How ma...
Topic 7 - Permutations and Combinations,39,PS,66,C,"A gambler began playing blackjack with $110 in chips. After exactly 12 hands, he left the..."
Topic 7 - Permutations and Combinations,40,PS,66,B,"In a 4 person race, medals are awarded to the fastest 3 runners. The firstHplace runner re..."
Topic 7 - Permutations and Combinations,41,PS,66,D,The organizers of a weekHlong fair have hired exactly five security guards to patrol the f...
Topic 7 - Permutations and Combinations,42,PS,66,A,"Larry, Michael, and Doug have five donuts to share. If any one of the men can be given any..."
Topic 7 - Permutations and Combinations,43,PS,66,D,A woman has seven cookies—four chocolate chip and three oatmeal. She gives one cookie to e...
Topic 7 - Permutations and Combinations,44,DS,66,D,Sammy has x flavors of candies with which to make goody bags for Frank's birthday party. S...
Topic 7 - Permutations and Combinations,45,PS,66,C,How many different combinations of outcomes can you make by rolling three standard (6Hside...
Topic 7 - Permutations and Combinations,46,PS,66,B,"A certain league has four divisions. The respective divisions had 9, 10, 11, and 12 teams..."
Topic 7 - Permutations and Combinations,47,PS,67,D,"You have a bag of 9 letters: 3 Xs, 3 Ys, and 3 Zs. You are given a box divided into 3 rows..."
Topic 7 - Permutations and Combinations,48,PS,67,B,Eight women of eight different heights are to pose for a photo in two rows of four. Each w...
Topic 7 - Permutations and Combinations,49,PS,67,20,"Company X has 6 regional offices. Each regional office must recommend two candidates, one..."
Topic 7 - Permutations and Combinations,50,PS,67,B,"You have a sixHsided cube and six cans of paint, each a different color. You may not mix c..."
Topic 7 - Permutations and Combinations,51,PS,67,B,A group of four women and three men have tickets for seven adjacent seats in one row of a...
Topic 7 - Permutations and Combinations,52,PS,67,C,Anthony and Michael sit on the sixHmember board of directors for company X. If the board i...
Topic 7 - Permutations and Combinations,53,PS,67,B,"A family consisting of one mother, one father, two daughters and a son is taking a road tr..."
Topic 7 - Permutations and Combinations,54,PS,67,D,Six mobsters have arrived at the theater for the premiere of the film “Goodbuddies.” One o...
Topic 7 - Permutations and Combinations,55,DS,67,C,"A college admissions committee will grant a certain number of $10,000 scholarships, $5,000..."
Topic 7 - Permutations and Combinations,56,DS,67,C,"A certain panel is to be composed of exactly three women and exactly two men, chosen from..."
Topic 7 - Permutations and Combinations,57,PS,68,D,A student committee that must consist of 5 members is to be formed from a pool of 8 candid...
Topic 7 - Permutations and Combinations,58,PS,68,A,"How many ways are there to award a gold, silver and bronze medal to 10 contending teams? 1..."
Topic 7 - Permutations and Combinations,59,DS,68,E,"From a drawer containing black, blue and gray solidHcolor socks, including at least three..."
Topic 7 - Permutations and Combinations,60,PS,68,E,"On Tuesday, Kramer purchases exactly 3 new shirts, 2 new sweaters, and 4 new hats, On the..."
Topic 7 - Permutations and Combinations,61,PS,68,E,"A certain stock exchange designates each stock with a oneH , twoH, or threeHletter code, w..."
Topic 7 - Permutations and Combinations,62,PS,68,B,A certain law firm consists of 4 senior partners and 6 junior partners. How many different...
Topic 7 - Permutations and Combinations,63,PS,68,4536,A company plans to assign identification numbers to its employees. Each number is to consi...
Topic 7 - Permutations and Combinations,64,PS,68,C,Pat will walk from intersection X to intersection y along route that is confined to the sq...
Topic 7 - Permutations and Combinations,65,PS,68,1/3,Tanya prepared four different letters to be sent to four different addresses. For each let...
Topic 7 - Permutations and Combinations,66,PS,68,24,5 people are to be seated around a circular table. Two seating arrangement are considered...
Topic 8 - Probability,67,PS,71,,A fair coin is flipped three times. What is the probability that the coin lands on heads e...
Topic 8 - Probability,68,DS,71,,Is the probability that Patty will answer all of the questions on her chemistry exam corre...
Topic 8 - Probability,69,PS,71,,There are 10 women and 3 men in room A. One person is picked at random from room A and mov...
Topic 8 - Probability,70,PS,71,,"If the probability of rain on any given day in Chicago during the summer is 50%, independe..."
Topic 8 - Probability,71,PS,71,,"In a shipment of 20 cars, 3 are found to be defective. If four cars are selected at random..."
Topic 8 - Probability,72,PS,71,,A certain bag of gemstones is composed of twoHthirds diamonds and oneHthird rubies. If the...
Topic 8 - Probability,73,PS,71,,"Triplets Adam, Bruce, and Charlie enter a triathlon. If there are 9 competitors in the tri..."
